pet_id,pet_name,source_object_id,primary_enchant,eligible_enchant_count,eligible_enchants,classification_reason
pal_242,鸣螳仔,bz_van_242,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 crit
pal_243,岩豹兽,bz_van_243,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/地；来源标签 weapon, damagereference"
pal_244,雷蛛妖,bz_van_244,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/雷；来源标签 slowreference, charge"
pal_245,角蛙君,bz_van_245,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/龙；来源标签 tool, slow"
pal_246,燎隼精,bz_van_246,Fiery,13,"Fiery, Turbo, Deadly, Shiny, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/火；来源标签 burnreference, hastereference"
pal_247,潮羊卫,bz_van_247,Restorative,13,"Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/水、地；来源标签 heal, healthreference"
pal_248,岳熊精,bz_van_248,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo","坦克/地；来源标签 weapon, shieldreference, damagereference"
pal_249,霆鲨皇,bz_van_249,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, damagereference, crit"
pal_250,霜貂卫,bz_van_250,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/冰；来源标签 weapon, freezereference, damagereference"
pal_251,霆牦王,bz_van_251,Turbo,13,"Turbo, Heavy, Shielded, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic","坦克/雷、地；来源标签 weapon, charge, damagereference"
pal_252,炎蛛尊,bz_van_252,Fiery,13,"Fiery, Icy, Toxic, Obsidian, Deadly, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/火、草；来源标签 charge, poisonreference, burnreference"
pal_253,炎鳗精,bz_van_253,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/火；来源标签 weapon, damagereference, slowreference"
pal_254,赤蟒王,bz_van_254,Fiery,13,"Fiery, Icy, Toxic, Obsidian, Deadly, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/火、雷；来源标签 charge, burnreference, slowreference"
pal_255,电蟒精,bz_van_255,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/雷；来源标签 slowreference, crit"
pal_256,震隼将,bz_van_256,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/雷；来源标签 hastereference, crit"
pal_257,翠隼将,bz_van_257,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/草；来源标签 weapon, damagereference"
pal_258,汐蝶精,bz_van_258,Icy,13,"Icy, Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Obsidian, Shielded, Shiny, Toxic, Turbo",治疗/水、地；来源标签 slow
pal_259,朱雀妖,bz_van_259,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/火；来源标签 weapon, damagereference, hastereference"
pal_260,云隼兽,bz_van_260,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/无；来源标签 weapon, damagereference"
pal_261,寒貂卫,bz_van_261,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/冰、雷；来源标签 critreference, freeze"
pal_262,澜象将,bz_van_262,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo","坦克/水、地；来源标签 weapon, aquatic, damagereference, shieldreference"
pal_263,沙鹰仔,bz_van_263,Heavy,13,"Heavy, Deadly, Fiery, Obsidian, Golden, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/地；来源标签 无
pal_264,蛟鲨精,bz_van_264,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/龙；来源标签 weapon, damagereference"
pal_265,电狐王,bz_van_265,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/雷；来源标签 weapon, slowreference, charge"
pal_266,沧狮将,bz_van_266,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/水；来源标签 weapon, damagereference"
pal_267,炎鲭侯,bz_van_267,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic",机动/火；来源标签 cooldown
pal_268,石牦灵,bz_van_268,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo",坦克/地；来源标签 shieldreference
pal_269,焰蝎妖,bz_van_269,Fiery,13,"Fiery, Icy, Toxic, Obsidian, Deadly, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/火、草；来源标签 poisonreference, burnreference"
pal_270,芽蛛将,bz_van_270,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/草；来源标签 weapon, poisonreference"
pal_271,青蛇将,bz_van_271,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/草；来源标签 damagereference, poisonreference"
pal_272,芽貂卫,bz_van_272,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/草；来源标签 poisonreference, haste"
pal_273,燎鹰卫,bz_van_273,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/火、雷；来源标签 burnreference, crit"
pal_274,苔貂王,bz_van_274,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/草、雷；来源标签 weapon, charge, poisonreference, damagereference"
pal_275,青鹿祖,bz_van_275,Toxic,13,"Toxic, Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Turbo","治疗/草、水；来源标签 regen, poisonreference"
pal_276,焰蟾卫,bz_van_276,Fiery,13,"Fiery, Radiant, Mossy, Shielded, Deadly, Golden, Heavy, Icy, Obsidian, Restorative, Shiny, Toxic, Turbo","召唤/火、龙；来源标签 friend, burn"
pal_277,澜蚌灵,bz_van_277,Restorative,13,"Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/水、龙；来源标签 aquatic, relic, economyreference, value, heal"
pal_278,岩犀仔,bz_van_278,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo",坦克/地；来源标签 shield
pal_279,凝隼兽,bz_van_279,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/冰；来源标签 weapon, damage"
pal_280,潮猿仔,bz_van_280,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水；来源标签 aquatic, toy, haste"
pal_281,渊隼兽,bz_van_281,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/水；来源标签 weapon, aquatic, damage"
pal_282,震蛙童,bz_van_282,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/雷；来源标签 weapon, damage, ammo, slow"
pal_283,鸣蟾仔,bz_van_283,Deadly,13,"Deadly, Radiant, Mossy, Shielded, Fiery, Golden, Heavy, Icy, Obsidian, Restorative, Shiny, Toxic, Turbo","召唤/雷、龙；来源标签 friend, weapon, damage, critreference"
pal_284,朱鲨童,bz_van_284,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/火、雷；来源标签 weapon, damage, ammo, burn"
pal_285,翠蝎灵,bz_van_285,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/草、水；来源标签 aquatic, friend, poison, hastereference"
pal_286,森狮童,bz_van_286,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/草、水；来源标签 aquatic, food, crit"
pal_287,云狐兽,bz_van_287,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/无；来源标签 weapon, damage, gold, haste"
pal_288,澜兔仔,bz_van_288,Restorative,13,"Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/水、龙；来源标签 aquatic, relic, heal"
pal_289,沧鼋童,bz_van_289,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo","坦克/水、地；来源标签 aquatic, apparel, relic, shield"
pal_290,汐象兽,bz_van_290,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo","坦克/水、地；来源标签 aquatic, property, shield, value, economyreference"
pal_291,震虎灵,bz_van_291,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, damage, critreference"
pal_292,闪狮童,bz_van_292,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, damage, ammo"
pal_293,潮貂仔,bz_van_293,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/水；来源标签 aquatic, tool, slow, economyreference"
pal_294,澜燕灵,bz_van_294,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水；来源标签 aquatic, tool, haste"
pal_295,沧鲭童,bz_van_295,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水、龙；来源标签 aquatic, friend, weapon, haste, flying"
pal_296,雷隼兽,bz_van_296,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, damage, ammo"
pal_297,凝蛇灵,bz_van_297,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/冰；来源标签 weapon, tool, damage, slow"
pal_298,电虎灵,bz_van_298,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, damage, ammo"
pal_299,夜鹰仔,bz_van_299,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/暗；来源标签 weapon, damage"
pal_300,沧虎灵,bz_van_300,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/水；来源标签 tool, damagereference"
pal_301,澜貂仔,bz_van_301,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/水、龙；来源标签 aquatic, friend, ray, slow"
pal_302,芽蝎仔,bz_van_302,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/草、水；来源标签 aquatic, friend, poison, haste"
pal_303,翠隼童,bz_van_303,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/草；来源标签 weapon, damage"
pal_304,虬豹兽,bz_van_304,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/龙；来源标签 weapon, relic, damage"
pal_305,汐羊童,bz_van_305,Restorative,13,"Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/水、地；来源标签 aquatic, shield, heal"
pal_306,燎豹童,bz_van_306,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/火；来源标签 tool, burn"
pal_307,赤蛇仔,bz_van_307,Fiery,13,"Fiery, Icy, Toxic, Obsidian, Deadly, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/火、水；来源标签 aquatic, weapon, friend, damage, burn, slowreference, ammo"
pal_308,汐燕仔,bz_van_308,Deadly,13,"Deadly, Turbo, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水、雷；来源标签 aquatic, friend, weapon, crit, flying"
pal_309,碧鲲灵,bz_van_309,Deadly,13,"Deadly, Radiant, Mossy, Shielded, Fiery, Golden, Heavy, Icy, Obsidian, Restorative, Shiny, Toxic, Turbo","召唤/水、龙；来源标签 aquatic, weapon, friend, damage"
pal_310,汐熊仔,bz_van_310,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo","坦克/水、地；来源标签 aquatic, shield"
pal_311,朱雀灵,bz_van_311,Fiery,13,"Fiery, Turbo, Deadly, Shiny, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/火、龙；来源标签 friend, burn, flying"
pal_312,霆螺灵,bz_van_312,Deadly,13,"Deadly, Radiant, Mossy, Shielded, Fiery, Golden, Heavy, Icy, Obsidian, Restorative, Shiny, Toxic, Turbo","召唤/雷、地；来源标签 weapon, friend, toy, damage, crit"
pal_313,沧狐兽,bz_van_313,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水、雷；来源标签 aquatic, weapon, friend, damage, charge"
pal_314,震燕将,bz_van_314,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/雷；来源标签 weapon, damage, ammo, hastereference"
pal_315,炎燕将,bz_van_315,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/火；来源标签 tool, haste"
pal_316,沧鲭卫,bz_van_316,Deadly,13,"Deadly, Turbo, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水、龙；来源标签 weapon, tech, aquatic, vehicle, damage, flying"
pal_317,焰狐卫,bz_van_317,Fiery,13,"Fiery, Turbo, Deadly, Shiny, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/火；来源标签 burn, haste"
pal_318,蛟隼妖,bz_van_318,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/龙；来源标签 weapon, damage"
pal_319,闪隼妖,bz_van_319,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 ammoreference
pal_320,潮狐精,bz_van_320,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水、雷；来源标签 aquatic, property, haste, damagereference, ammoreference"
pal_321,澜隼精,bz_van_321,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水；来源标签 aquatic, tool, haste"
pal_322,寒狮卫,bz_van_322,Shiny,13,"Shiny, Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Toxic, Turbo",输出/冰；来源标签 无
pal_323,朱隼精,bz_van_323,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/火；来源标签 weapon, tech, damage, burn"
pal_324,汐蛇妖,bz_van_324,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/水；来源标签 aquatic, slow"
pal_325,潮虎妖,bz_van_325,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/水、雷；来源标签 property, aquatic, crit"
pal_326,闪猿将,bz_van_326,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/雷；来源标签 tech, crit, charge"
pal_327,雷虎卫,bz_van_327,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, tech, damage, critreference"
pal_328,燎貂将,bz_van_328,Fiery,13,"Fiery, Icy, Toxic, Obsidian, Deadly, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/火、水；来源标签 friend, aquatic, burn, slowreference"
pal_329,苔蝎将,bz_van_329,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/草；来源标签 weapon, tech, damage, slow, poison"
pal_330,霆雀精,bz_van_330,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/雷；来源标签 apparel, charge"
pal_331,沧狐将,bz_van_331,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水、雷；来源标签 aquatic, tool, apparel, haste, ammo"
pal_332,澜鳗妖,bz_van_332,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/水；来源标签 tool, aquatic, slow"
pal_333,烬狐妖,bz_van_333,Fiery,13,"Fiery, Icy, Toxic, Obsidian, Deadly, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/火、冰；来源标签 aquatic, tech, trap, burn, poison, freeze, ammo"
pal_334,碧狐精,bz_van_334,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水、龙；来源标签 aquatic, relic, damagereference, cooldown"
pal_335,渊蛾卫,bz_van_335,Deadly,13,"Deadly, Radiant, Mossy, Shielded, Fiery, Golden, Heavy, Icy, Obsidian, Restorative, Shiny, Toxic, Turbo","召唤/水、雷；来源标签 aquatic, vehicle, weapon, damage, ammoreference"
pal_336,潮狮妖,bz_van_336,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/水、雷；来源标签 aquatic, ammo"
pal_337,夜狐将,bz_van_337,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/暗；来源标签 apparel, haste"
pal_338,寒蛇卫,bz_van_338,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/冰；来源标签 weapon, tool, damage, freeze"
pal_339,烬狮妖,bz_van_339,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/火；来源标签 burn
pal_340,震貂将,bz_van_340,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/雷；来源标签 apparel, tech, crit, slow"
pal_341,闪燕卫,bz_van_341,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/雷；来源标签 weapon, damage, ammo, haste"
pal_342,龙鲭精,bz_van_342,Deadly,13,"Deadly, Turbo, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/龙；来源标签 weapon, vehicle, damage, flying"
pal_343,青鳗精,bz_van_343,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/草；来源标签 weapon, damage, slow"
pal_344,闪鲨妖,bz_van_344,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷、龙；来源标签 apparel, relic, crit"
pal_345,震蝎将,bz_van_345,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/雷；来源标签 weapon, tech, damage, critreference, slowreference"
pal_346,螭蚕精,bz_van_346,Golden,13,"Golden, Shiny, Radiant, Deadly, Fiery, Heavy, Icy, Mossy, Obsidian, Restorative, Shielded, Toxic, Turbo","经济/龙；来源标签 relic, economyreference, value, damagereference"
pal_347,碧犀卫,bz_van_347,Icy,13,"Icy, Heavy, Shielded, Mossy, Deadly, Fiery, Golden, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo","坦克/水、地；来源标签 friend, aquatic, shield, hastereference, slowreference"
pal_348,烬隼精,bz_van_348,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/火、雷；来源标签 weapon, damage, ammo, burnreference"
pal_349,电牦妖,bz_van_349,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo","坦克/雷、地；来源标签 toy, shield, ammo"
pal_350,澜蝎卫,bz_van_350,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/水、龙；来源标签 aquatic, friend, weapon, damage, hastereference, slowreference"
pal_351,焰鲨精,bz_van_351,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/火、雷；来源标签 apparel, tech, burn, critreference"
pal_352,麟蟾卫,bz_van_352,Deadly,13,"Deadly, Radiant, Mossy, Shielded, Fiery, Golden, Heavy, Icy, Obsidian, Restorative, Shiny, Toxic, Turbo","召唤/龙；来源标签 friend, damagereference, economyreference"
pal_353,汐雀王,bz_van_353,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水；来源标签 aquatic, weapon, tool, damage, haste"
pal_354,雷隼王,bz_van_354,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, damage, ammo"
pal_355,森蛙侯,bz_van_355,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/草、龙；来源标签 weapon, relic, damage, poison"
pal_356,焰鲨侯,bz_van_356,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/火、雷；来源标签 weapon, damage, ammo, burnreference"
pal_357,霆鹰尊,bz_van_357,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, damage"
pal_358,碧鹰尊,bz_van_358,Shiny,13,"Shiny, Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Toxic, Turbo","输出/水；来源标签 aquatic, property"
pal_359,汐獒君,bz_van_359,Turbo,13,"Turbo, Heavy, Shielded, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic","坦克/水、雷；来源标签 aquatic, tool, apparel, shield, charge"
pal_360,潮蟒君,bz_van_360,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/水、雷；来源标签 aquatic, weapon, friend, damage, slow"
pal_361,燎蛙王,bz_van_361,Fiery,13,"Fiery, Icy, Toxic, Obsidian, Deadly, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/火、水；来源标签 property, aquatic, burn, slow"
pal_362,沙雀尊,bz_van_362,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic",机动/地；来源标签 haste
