宠物ID,名称(自动),元素(自动),品质(自动),定位(自动),标签(自动),商品类型,商店状态,解锁日,池档,默认价,价格覆盖,夜市权重,元素店权重,定位店权重,品质店权重,奖励权重,商店池(自动),奖励池(自动),出现条件,备注
pal_171,赤狼童,火,青铜,输出,火、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_治疗",reward_pT1,,来源对象 bz_van_171；主附魔 Fiery；真实来源地点数 5
pal_172,森蟒仔,草,青铜,控制,草、控制,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_输出",reward_pT1,,来源对象 bz_van_172；主附魔 Toxic；真实来源地点数 5
pal_173,燎鹰兽,火,青铜,输出,火、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_治疗",reward_pT1,,来源对象 bz_van_173；主附魔 Fiery；真实来源地点数 5
pal_174,焰狼将,火,白银,输出,火、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_治疗",reward_pT2,,来源对象 bz_van_174；主附魔 Fiery；真实来源地点数 5
pal_175,电豹尊,雷,黄金,输出,雷、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_召唤",reward_pT3,,来源对象 bz_van_175；主附魔 Deadly；真实来源地点数 4
pal_176,电螳精,雷,白银,输出,雷、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤",reward_pT2,,来源对象 bz_van_176；主附魔 Deadly；真实来源地点数 5
pal_177,霆狼卫,雷,白银,输出,雷、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤",reward_pT2,,来源对象 bz_van_177；主附魔 Deadly；真实来源地点数 5
pal_178,闪鲲妖,雷,白银,召唤,雷、龙、召唤,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤",reward_pT2,,来源对象 bz_van_178；主附魔 Deadly；真实来源地点数 5
pal_179,震鹰王,雷,黄金,输出,雷、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_召唤, tier_pT1",reward_pT3,,来源对象 bz_van_179；主附魔 Deadly；真实来源地点数 5
pal_180,鸣马王,雷,黄金,机动,雷、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_地, elem_龙, elem_无, role_坦克, special_merchant",reward_pT3,,来源对象 bz_van_180；主附魔 Turbo；真实来源地点数 6
pal_181,碧兔神,水,钻石,治疗,水、雷、治疗,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_地, elem_龙, role_召唤",reward_pT4,,来源对象 bz_van_181；主附魔 Restorative；真实来源地点数 4
pal_182,渊蚁皇,水,钻石,召唤,水、龙、召唤,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_地, elem_龙",reward_pT4,,来源对象 bz_van_182；主附魔 Radiant；真实来源地点数 3
pal_183,垒牦灵,地,青铜,坦克,地、坦克,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_召唤铺场",reward_pT1,,来源对象 bz_van_183；主附魔 Shielded；真实来源地点数 5
pal_184,雷鹰将,雷,白银,输出,雷、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_坦克, tier_pT1",reward_pT2,,来源对象 bz_van_184；主附魔 Deadly；真实来源地点数 6
pal_185,烬鳗将,火,白银,控制,火、冰、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_控制, role_治疗",reward_pT2,,来源对象 bz_van_185；主附魔 Fiery；真实来源地点数 6
pal_186,角豹神,龙,钻石,输出,龙、输出,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_地, elem_龙, role_坦克",reward_pT4,,来源对象 bz_van_186；主附魔 Deadly；真实来源地点数 4
pal_187,雷鹰卫,雷,白银,输出,雷、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, tier_pT1",reward_pT2,,来源对象 bz_van_187；主附魔 Deadly；真实来源地点数 5
pal_188,岩獒精,地,白银,坦克,地、坦克,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤铺场",reward_pT2,,来源对象 bz_van_188；主附魔 Shielded；真实来源地点数 5
pal_189,烬鹿祖,火,钻石,治疗,火、草、治疗,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_龙, tier_pT2",reward_pT4,,来源对象 bz_van_189；主附魔 Fiery；真实来源地点数 3
pal_190,潮鹤精,水,白银,治疗,水、地、治疗,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, special_merchant, tier_pT2",reward_pT2,,来源对象 bz_van_190；主附魔 Turbo；真实来源地点数 6
pal_191,焰豹将,火,白银,输出,火、雷、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_治疗, tier_pT1",reward_pT2,,来源对象 bz_van_191；主附魔 Fiery；真实来源地点数 6
pal_192,赤鼋妖,火,白银,坦克,火、地、坦克,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_坦克",reward_pT2,,来源对象 bz_van_192；主附魔 Fiery；真实来源地点数 5
pal_193,雷狼卫,雷,白银,输出,雷、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤, role_坦克",reward_pT2,,来源对象 bz_van_193；主附魔 Deadly；真实来源地点数 6
pal_194,电虎侯,雷,黄金,输出,雷、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_召唤",reward_pT3,,来源对象 bz_van_194；主附魔 Deadly；真实来源地点数 4
pal_195,燎狼将,火,白银,输出,火、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_治疗",reward_pT2,,来源对象 bz_van_195；主附魔 Fiery；真实来源地点数 5
pal_196,凛鳗王,冰,黄金,控制,冰、雷、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_地, elem_龙, elem_无, role_控制, tier_pT1",reward_pT3,,来源对象 bz_van_196；主附魔 Icy；真实来源地点数 6
pal_197,寒狐祖,冰,钻石,控制,冰、控制,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_龙, role_坦克",reward_pT4,,来源对象 bz_van_197；主附魔 Icy；真实来源地点数 3
pal_198,赤虎仔,火,青铜,输出,火、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_治疗",reward_pT1,,来源对象 bz_van_198；主附魔 Fiery；真实来源地点数 5
pal_199,藤貂仔,草,青铜,控制,草、控制,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_输出",reward_pT1,,来源对象 bz_van_199；主附魔 Toxic；真实来源地点数 5
pal_200,烬豹侯,火,黄金,输出,火、雷、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_召唤, role_治疗",reward_pT3,,来源对象 bz_van_200；主附魔 Fiery；真实来源地点数 5
pal_201,潮鸾卫,水,白银,治疗,水、雷、治疗,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_地, elem_龙, elem_无, role_召唤, tier_pT2",reward_pT2,,来源对象 bz_van_201；主附魔 Restorative；真实来源地点数 7
pal_202,苔狐侯,草,黄金,控制,草、雷、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_召唤, role_输出",reward_pT3,,来源对象 bz_van_202；主附魔 Toxic；真实来源地点数 5
pal_203,霆熊卫,雷,白银,坦克,雷、地、坦克,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤, role_召唤铺场",reward_pT2,,来源对象 bz_van_203；主附魔 Shielded；真实来源地点数 6
pal_204,闪鲨将,雷,白银,输出,雷、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤, role_坦克",reward_pT2,,来源对象 bz_van_204；主附魔 Deadly；真实来源地点数 6
pal_205,雷隼卫,雷,白银,输出,雷、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_地, elem_龙, elem_无, role_召唤",reward_pT2,,来源对象 bz_van_205；主附魔 Deadly；真实来源地点数 6
pal_206,霜狐卫,冰,白银,控制,冰、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_控制",reward_pT2,,来源对象 bz_van_206；主附魔 Icy；真实来源地点数 5
pal_207,森蛇童,草,青铜,控制,草、控制,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_输出",reward_pT1,,来源对象 bz_van_207；主附魔 Toxic；真实来源地点数 5
pal_208,冰蛙将,冰,白银,控制,冰、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_控制, special_merchant",reward_pT2,,来源对象 bz_van_208；主附魔 Icy；真实来源地点数 6
pal_209,夜貉精,暗,白银,经济,暗、经济,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_坦克",reward_pT2,,来源对象 bz_van_209；主附魔 Golden；真实来源地点数 5
pal_210,震豹童,雷,青铜,输出,雷、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_召唤",reward_pT1,,来源对象 bz_van_210；主附魔 Deadly；真实来源地点数 5
pal_211,夜雀皇,暗,钻石,机动,暗、机动,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_龙, role_坦克",reward_pT4,,来源对象 bz_van_211；主附魔 Turbo；真实来源地点数 3
pal_212,沧鹤妖,水,白银,治疗,水、地、治疗,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, tier_pT2",reward_pT2,,来源对象 bz_van_212；主附魔 Restorative；真实来源地点数 5
pal_213,震鹰童,雷,青铜,输出,雷、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_召唤",reward_pT1,,来源对象 bz_van_213；主附魔 Deadly；真实来源地点数 5
pal_214,角鲨兽,龙,青铜,输出,龙、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_坦克",reward_pT1,,来源对象 bz_van_214；主附魔 Deadly；真实来源地点数 5
pal_215,角隼尊,龙,黄金,机动,龙、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, special_merchant",reward_pT3,,来源对象 bz_van_215；主附魔 Turbo；真实来源地点数 4
pal_216,霆鲭将,雷,白银,机动,雷、机动,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无",reward_pT2,,来源对象 bz_van_216；主附魔 Turbo；真实来源地点数 4
pal_217,震雀将,雷,白银,经济,雷、经济,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_坦克",reward_pT2,,来源对象 bz_van_217；主附魔 Golden；真实来源地点数 5
pal_218,赤鹤皇,火,钻石,治疗,火、水、治疗,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_龙, role_治疗",reward_pT4,,来源对象 bz_van_218；主附魔 Fiery；真实来源地点数 3
pal_219,霆狼妖,雷,白银,输出,雷、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_地, elem_龙, elem_无, tier_pT1",reward_pT2,,来源对象 bz_van_219；主附魔 Deadly；真实来源地点数 6
pal_220,碧雀君,水,黄金,机动,水、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_地, elem_龙, elem_无",reward_pT3,,来源对象 bz_van_220；主附魔 Turbo；真实来源地点数 4
pal_221,霆虎神,雷,钻石,输出,雷、输出,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_地, elem_龙, role_坦克, tier_pT1",reward_pT4,,来源对象 bz_van_221；主附魔 Deadly；真实来源地点数 5
pal_222,雷猿王,雷,黄金,机动,雷、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_坦克, special_merchant",reward_pT3,,来源对象 bz_van_222；主附魔 Turbo；真实来源地点数 5
pal_223,燎蚌皇,火,钻石,治疗,火、水、治疗,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_龙, role_治疗, tier_pT2",reward_pT4,,来源对象 bz_van_223；主附魔 Fiery；真实来源地点数 4
pal_224,夜蝎卫,暗,白银,控制,暗、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_经济",reward_pT2,,来源对象 bz_van_224；主附魔 Icy；真实来源地点数 5
pal_225,星隼精,无,白银,输出,无、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_坦克",reward_pT2,,来源对象 bz_van_225；主附魔 Deadly；真实来源地点数 5
pal_226,潮雀妖,水,白银,机动,水、机动,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_地, elem_龙, elem_无, special_merchant",reward_pT2,,来源对象 bz_van_226；主附魔 Turbo；真实来源地点数 6
pal_227,蛟蛙侯,龙,黄金,控制,龙、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_经济, special_merchant",reward_pT3,,来源对象 bz_van_227；主附魔 Icy；真实来源地点数 5
pal_228,凛蝎卫,冰,白银,控制,冰、草、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_控制, role_输出",reward_pT2,,来源对象 bz_van_228；主附魔 Icy；真实来源地点数 6
pal_229,闪狼侯,雷,黄金,输出,雷、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_召唤, tier_pT1",reward_pT3,,来源对象 bz_van_229；主附魔 Deadly；真实来源地点数 5
pal_230,震隼灵,雷,青铜,输出,雷、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_召唤",reward_pT1,,来源对象 bz_van_230；主附魔 Deadly；真实来源地点数 5
pal_231,苔蛛将,草,白银,控制,草、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_输出",reward_pT2,,来源对象 bz_van_231；主附魔 Toxic；真实来源地点数 5
pal_232,汐羊王,水,黄金,治疗,水、雷、治疗,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_召唤, role_坦克",reward_pT3,,来源对象 bz_van_232；主附魔 Deadly；真实来源地点数 5
pal_233,山象王,地,黄金,坦克,地、坦克,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_召唤铺场",reward_pT3,,来源对象 bz_van_233；主附魔 Turbo；真实来源地点数 4
pal_234,寒蟒卫,冰,白银,控制,冰、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_控制, special_merchant",reward_pT2,,来源对象 bz_van_234；主附魔 Icy；真实来源地点数 6
pal_235,朱鲭将,火,白银,机动,火、机动,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_治疗, special_merchant",reward_pT2,,来源对象 bz_van_235；主附魔 Fiery；真实来源地点数 6
pal_236,寒鹰祖,冰,钻石,输出,冰、输出,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_龙",reward_pT4,,来源对象 bz_van_236；主附魔 Shiny；真实来源地点数 2
pal_237,寒蝎尊,冰,黄金,控制,冰、雷、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_召唤, role_控制",reward_pT3,,来源对象 bz_van_237；主附魔 Icy；真实来源地点数 5
pal_238,石甲兽,地,青铜,坦克,地、坦克,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_召唤铺场",reward_pT1,,来源对象 bz_van_238；主附魔 Shielded；真实来源地点数 5
pal_239,沧鹤神,水,钻石,治疗,水、地、治疗,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_地, elem_龙",reward_pT4,,来源对象 bz_van_239；主附魔 Turbo；真实来源地点数 3
pal_240,碧蚌将,水,白银,治疗,水、治疗,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, tier_pT2",reward_pT2,,来源对象 bz_van_240；主附魔 Mossy；真实来源地点数 5
pal_241,墨蝎王,暗,黄金,控制,暗、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无",reward_pT3,,来源对象 bz_van_241；主附魔 Obsidian；真实来源地点数 3
pal_242,鸣螳仔,雷,青铜,输出,雷、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_召唤",reward_pT1,,来源对象 bz_van_242；主附魔 Deadly；真实来源地点数 5
pal_243,岩豹兽,地,青铜,输出,地、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_坦克",reward_pT1,,来源对象 bz_van_243；主附魔 Deadly；真实来源地点数 5
pal_244,雷蛛妖,雷,白银,控制,雷、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_经济, special_merchant",reward_pT2,,来源对象 bz_van_244；主附魔 Icy；真实来源地点数 6
pal_245,角蛙君,龙,黄金,控制,龙、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_经济",reward_pT3,,来源对象 bz_van_245；主附魔 Icy；真实来源地点数 4
pal_246,燎隼精,火,白银,机动,火、机动,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_治疗, special_merchant",reward_pT2,,来源对象 bz_van_246；主附魔 Fiery；真实来源地点数 6
pal_247,潮羊卫,水,白银,治疗,水、地、治疗,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, tier_pT2",reward_pT2,,来源对象 bz_van_247；主附魔 Restorative；真实来源地点数 5
pal_248,岳熊精,地,白银,坦克,地、坦克,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_坦克, role_召唤铺场",reward_pT2,,来源对象 bz_van_248；主附魔 Shielded；真实来源地点数 6
pal_249,霆鲨皇,雷,钻石,输出,雷、输出,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_龙, role_召唤, role_坦克",reward_pT4,,来源对象 bz_van_249；主附魔 Deadly；真实来源地点数 4
pal_250,霜貂卫,冰,白银,控制,冰、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_坦克, role_控制",reward_pT2,,来源对象 bz_van_250；主附魔 Icy；真实来源地点数 6
pal_251,霆牦王,雷,黄金,坦克,雷、地、坦克,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_坦克, special_merchant",reward_pT3,,来源对象 bz_van_251；主附魔 Turbo；真实来源地点数 5
pal_252,炎蛛尊,火,黄金,控制,火、草、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_治疗, role_输出, special_merchant",reward_pT3,,来源对象 bz_van_252；主附魔 Fiery；真实来源地点数 6
pal_253,炎鳗精,火,白银,控制,火、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_坦克, role_经济",reward_pT2,,来源对象 bz_van_253；主附魔 Icy；真实来源地点数 6
pal_254,赤蟒王,火,黄金,控制,火、雷、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_治疗, role_经济, special_merchant",reward_pT3,,来源对象 bz_van_254；主附魔 Fiery；真实来源地点数 6
pal_255,电蟒精,雷,白银,控制,雷、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤, role_经济",reward_pT2,,来源对象 bz_van_255；主附魔 Icy；真实来源地点数 6
pal_256,震隼将,雷,白银,机动,雷、机动,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤, special_merchant",reward_pT2,,来源对象 bz_van_256；主附魔 Turbo；真实来源地点数 6
pal_257,翠隼将,草,白银,输出,草、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_地, elem_龙, elem_无, role_坦克",reward_pT2,,来源对象 bz_van_257；主附魔 Deadly；真实来源地点数 6
pal_258,汐蝶精,水,白银,治疗,水、地、治疗,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_经济",reward_pT2,,来源对象 bz_van_258；主附魔 Icy；真实来源地点数 5
pal_259,朱雀妖,火,白银,机动,火、机动,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_坦克, special_merchant",reward_pT2,,来源对象 bz_van_259；主附魔 Turbo；真实来源地点数 6
pal_260,云隼兽,无,青铜,输出,无、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_坦克",reward_pT1,,来源对象 bz_van_260；主附魔 Deadly；真实来源地点数 5
pal_261,寒貂卫,冰,白银,控制,冰、雷、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤, role_控制",reward_pT2,,来源对象 bz_van_261；主附魔 Icy；真实来源地点数 6
pal_262,澜象将,水,白银,坦克,水、地、坦克,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_地, elem_龙, elem_无, role_坦克, role_召唤铺场",reward_pT2,,来源对象 bz_van_262；主附魔 Shielded；真实来源地点数 7
pal_263,沙鹰仔,地,青铜,输出,地、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无",reward_pT1,,来源对象 bz_van_263；主附魔 Heavy；真实来源地点数 4
pal_264,蛟鲨精,龙,白银,输出,龙、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_坦克",reward_pT2,,来源对象 bz_van_264；主附魔 Deadly；真实来源地点数 5
pal_265,电狐王,雷,黄金,控制,雷、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_坦克, role_经济, special_merchant",reward_pT3,,来源对象 bz_van_265；主附魔 Icy；真实来源地点数 6
pal_266,沧狮将,水,白银,输出,水、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_地, elem_龙, elem_无, role_坦克",reward_pT2,,来源对象 bz_van_266；主附魔 Deadly；真实来源地点数 6
pal_267,炎鲭侯,火,黄金,机动,火、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无",reward_pT3,,来源对象 bz_van_267；主附魔 Turbo；真实来源地点数 3
pal_268,石牦灵,地,青铜,坦克,地、坦克,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_召唤铺场",reward_pT1,,来源对象 bz_van_268；主附魔 Shielded；真实来源地点数 5
pal_269,焰蝎妖,火,白银,控制,火、草、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_治疗, role_输出",reward_pT2,,来源对象 bz_van_269；主附魔 Fiery；真实来源地点数 6
pal_270,芽蛛将,草,白银,控制,草、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_坦克, role_输出",reward_pT2,,来源对象 bz_van_270；主附魔 Toxic；真实来源地点数 6
pal_271,青蛇将,草,白银,控制,草、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_输出",reward_pT2,,来源对象 bz_van_271；主附魔 Toxic；真实来源地点数 5
pal_272,芽貂卫,草,白银,控制,草、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_输出, special_merchant",reward_pT2,,来源对象 bz_van_272；主附魔 Toxic；真实来源地点数 6
pal_273,燎鹰卫,火,白银,输出,火、雷、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤, role_治疗",reward_pT2,,来源对象 bz_van_273；主附魔 Fiery；真实来源地点数 6
pal_274,苔貂王,草,黄金,控制,草、雷、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_坦克, role_输出, special_merchant",reward_pT3,,来源对象 bz_van_274；主附魔 Toxic；真实来源地点数 6
pal_275,青鹿祖,草,钻石,治疗,草、水、治疗,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_龙, role_输出, tier_pT2",reward_pT4,,来源对象 bz_van_275；主附魔 Toxic；真实来源地点数 4
pal_276,焰蟾卫,火,白银,召唤,火、龙、召唤,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_治疗",reward_pT2,,来源对象 bz_van_276；主附魔 Fiery；真实来源地点数 5
pal_277,克诺大兽,地,白银,机动,地、机动、水、龙、治疗,宠物,启用,6,pT2,4,4,85,100,100,100,50,"role_经济, elite_high",reward_pT1,,来源对象 bz_van_277；主附魔 Turbo；真实来源地点数 2
pal_278,克诺中兽,龙,黄金,机动,龙、机动、地、坦克,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, elite_high",reward_pT1,,来源对象 bz_van_278；主附魔 Turbo；真实来源地点数 2
pal_279,克诺小兽,地,黄金,机动,地、机动、冰、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, elite_high",reward_pT1,,来源对象 bz_van_279；主附魔 Turbo；真实来源地点数 2
pal_280,蛛婆小兽,水,黄金,控制,水、控制、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_召唤铺场",reward_pT1,,来源对象 bz_van_280；主附魔 Icy；真实来源地点数 2
pal_281,蛛婆大兽,地,白银,控制,地、控制、水、输出,宠物,启用,4,pT2,4,4,85,100,100,100,50,"role_经济, role_召唤铺场",reward_pT1,,来源对象 bz_van_281；主附魔 Icy；真实来源地点数 2
pal_282,蛛婆中兽,暗,黄金,控制,暗、控制、雷,宠物,启用,4,pT3,6,6,65,100,100,100,40,"role_坦克, role_召唤铺场",reward_pT1,,来源对象 bz_van_282；主附魔 Icy；真实来源地点数 2
